id,title,is_premium,difficulty,acceptance_rate,accepted,submissions,companies,related_topics,likes,dislikes,rating,asked_by_faang,topics_list,topic_count,companies_list,company_count,difficulty_score,estimated_time,problem_value,normalized_likes,normalized_topic_count,normalized_company_count,popularity_score
359,Logger Rate Limiter,1,Easy,72.5,142.1K,196K,"Google,Apple,Amazon,Bloomberg,Microsoft,Oracle","Hash Table,Design",742,142,84,1,"['Hash Table', 'Design']",2,"['Google', 'Apple', 'Amazon', 'Bloomberg', 'Microsoft', 'Oracle']",6,1,10,77.6978417266187,0.036701785625958355,0.4,0.375,0.3983508928129792
362,Design Hit Counter,1,Medium,65.5,116.4K,177.7K,"Amazon,Microsoft,Apple,Bloomberg,Google,Yandex",Design,1045,96,92,1,['Design'],1,"['Amazon', 'Microsoft', 'Apple', 'Bloomberg', 'Google', 'Yandex']",6,2,20,67.42034943473794,0.05168917247860711,0.2,0.375,0.3658445862393036
378,Kth Smallest Element in a Sorted Matrix,0,Medium,56.4,251.9K,446.4K,"Facebook,Google,Amazon","Binary Search,Heap",3490,180,95,1,"['Binary Search', 'Heap']",2,"['Facebook', 'Google', 'Amazon']",3,2,20,61.151079136690655,0.17262699708166396,0.4,0.1875,0.466313498540832
380,Insert Delete GetRandom O(1),0,Medium,49.1,325.8K,664K,"Amazon,Bloomberg,Facebook,Twitter,Microsoft,Oracle,Affirm,Yandex,Two Sigma,HRT,LinkedIn,Nvidia,Snapchat,Databricks,Adobe,Zillow","Array,Hash Table,Design",3479,207,94,1,"['Array', 'Hash Table', 'Design']",3,"['Amazon', 'Bloomberg', 'Facebook', 'Twitter', 'Microsoft', 'Oracle', 'Yandex', 'LinkedIn', 'Snapchat', 'Adobe']",10,2,20,56.73175745118192,0.17208290052925757,0.6,0.625,0.5060414502646288
384,Shuffle an Array,0,Medium,54.1,168K,310.6K,"Google,Apple,Microsoft",,118,145,45,1,[],0,"['Google', 'Apple', 'Microsoft']",3,2,20,52.62076053442959,0.005836672107632191,0.0,0.1875,0.3029183360538161
387,First Unique Character in a String,0,Easy,53.9,715K,1.3M,"Bloomberg,Goldman Sachs,Amazon,Facebook,Microsoft,Google,Apple,Adobe","Hash Table,String",2827,140,95,1,"['Hash Table', 'String']",2,"['Bloomberg', 'Goldman Sachs', 'Amazon', 'Facebook', 'Microsoft', 'Google', 'Apple', 'Adobe']",8,1,10,58.581706063720446,0.1398328139684424,0.4,0.5,0.4499164069842212
394,Decode String,0,Medium,53.0,316.5K,597.7K,"Bloomberg,Google,Amazon,Oracle,ByteDance,Apple,Walmart Labs,VMware,eBay,Cisco","Stack,Depth-first Search",4841,229,95,1,"['Stack', 'Depth-first Search']",2,"['Bloomberg', 'Google', 'Amazon', 'Oracle', 'ByteDance', 'Apple', 'VMware', 'eBay', 'Cisco']",9,2,20,57.65673175745118,0.23945194638175793,0.4,0.5625,0.49972597319087897
399,Evaluate Division,0,Medium,54.6,179.8K,329.2K,"Bloomberg,Amazon,Uber,Google,Facebook,Microsoft,Apple","Union Find,Graph",3334,268,93,1,"['Union Find', 'Graph']",2,"['Bloomberg', 'Amazon', 'Uber', 'Google', 'Facebook', 'Microsoft', 'Apple']",7,2,20,59.301130524152114,0.1649107187020824,0.4,0.4375,0.4624553593510412
401,Binary Watch,0,Easy,48.5,94.7K,195.1K,"Apple,Google","Backtracking,Bit Manipulation",730,1278,36,1,"['Backtracking', 'Bit Manipulation']",2,"['Apple', 'Google']",2,1,10,53.03186022610484,0.036108225750605925,0.4,0.125,0.39805411287530296
415,Add Strings,0,Easy,48.5,282.5K,582.9K,"Facebook,Adobe,Google,Wayfair,Microsoft,Square,Uber,Bloomberg,Amazon,Oracle",String,1680,376,82,1,['String'],1,"['Facebook', 'Adobe', 'Google', 'Microsoft', 'Uber', 'Bloomberg', 'Amazon', 'Oracle']",8,1,10,49.9486125385406,0.08309838254933967,0.2,0.5,0.3815491912746698
419,Battleships in a Board,0,Medium,71.2,112.3K,157.7K,"Facebook,Microsoft,Google,Twitch",,936,593,61,1,[],0,"['Facebook', 'Microsoft', 'Google']",3,2,20,70.19527235354575,0.04629767027748924,0.0,0.1875,0.3231488351387446
426,Convert Binary Search Tree to Sorted Doubly Linked List,1,Medium,61.6,114.8K,186.5K,"Facebook,Microsoft,Google,VMware,Amazon,Expedia","Linked List,Divide and Conquer,Tree",1302,117,92,1,"['Linked List', 'Divide and Conquer', 'Tree']",3,"['Facebook', 'Microsoft', 'Google', 'VMware', 'Amazon', 'Expedia']",6,2,20,69.57862281603289,0.06440124647573824,0.6,0.375,0.4522006232378691
438,Find All Anagrams in a String,0,Medium,45.2,348.9K,772K,"Facebook,Amazon,Bloomberg,Microsoft,Snapchat,Apple",Hash Table,4064,204,95,1,['Hash Table'],1,"['Facebook', 'Amazon', 'Bloomberg', 'Microsoft', 'Snapchat', 'Apple']",6,2,20,46.55704008221994,0.20101894445268834,0.2,0.375,0.4405094722263442
442,Find All Duplicates in an Array,0,Medium,69.1,265.2K,383.8K,"Amazon,Facebook,Microsoft,Bloomberg,Docusign",Array,3452,182,95,1,['Array'],1,"['Amazon', 'Facebook', 'Microsoft', 'Bloomberg']",4,2,20,71.12024665981501,0.1707473908097146,0.2,0.25,0.42537369540485725
443,String Compression,0,Medium,44.1,163.4K,370.4K,"Goldman Sachs,Yandex,Microsoft,Apple,Citrix,Facebook,Amazon,eBay,Redfin,Google,VMware,Cisco,Nvidia",String,1251,3168,28,1,['String'],1,"['Goldman Sachs', 'Yandex', 'Microsoft', 'Apple', 'Facebook', 'Amazon', 'eBay', 'Google', 'VMware', 'Cisco']",10,2,20,45.426515930113055,0.06187861700549043,0.2,0.625,0.37093930850274526
445,Add Two Numbers II,0,Medium,56.5,231.2K,409.1K,"Microsoft,Amazon,Bloomberg,Facebook,Apple,Adobe,Uber,ByteDance",Linked List,2273,196,92,1,['Linked List'],1,"['Microsoft', 'Amazon', 'Bloomberg', 'Facebook', 'Apple', 'Adobe', 'Uber', 'ByteDance']",8,2,20,58.17060637204523,0.11243013305633873,0.2,0.5,0.3962150665281694
449,Serialize and Deserialize BST,0,Medium,54.3,149.8K,275.9K,"Facebook,Amazon,Microsoft,ByteDance",Tree,1898,94,95,1,['Tree'],1,"['Facebook', 'Amazon', 'Microsoft', 'ByteDance']",4,2,20,55.90955806783144,0.09388138695157541,0.2,0.25,0.38694069347578774
503,Next Greater Element II,0,Medium,58.7,132.9K,226.3K,"Amazon,Bloomberg,Apple,Facebook",Stack,2347,93,96,1,['Stack'],1,"['Amazon', 'Bloomberg', 'Apple', 'Facebook']",4,2,20,60.431654676259015,0.11609041895434535,0.2,0.25,0.3980452094771727
505,The Maze II,1,Medium,48.7,58.7K,120.5K,"Amazon,Facebook,Google,Snapchat,Oracle","Depth-first Search,Breadth-first Search",722,36,95,1,"['Depth-first Search', 'Breadth-first Search']",2,"['Amazon', 'Facebook', 'Google', 'Snapchat', 'Oracle']",5,2,20,53.23741007194245,0.03571251916703764,0.4,0.3125,0.39785625958351883
509,Fibonacci Number,0,Easy,67.5,337.7K,500.3K,"JPMorgan,Amazon,Google,Apple,Facebook",Array,1182,223,84,1,['Array'],1,"['Amazon', 'Google', 'Apple', 'Facebook']",4,1,10,69.47584789311409,0.05846564772221398,0.2,0.25,0.369232823861107
518,Coin Change 2,0,Medium,52.1,185.6K,356.5K,"Amazon,Microsoft,Bloomberg,Apple,Adobe,Qualtrics,ByteDance",,2991,76,98,1,[],0,"['Amazon', 'Microsoft', 'Bloomberg', 'Apple', 'Adobe', 'Qualtrics', 'ByteDance']",7,2,20,50.56526207605344,0.14794479893159224,0.0,0.4375,0.3739723994657961
529,Minesweeper,0,Medium,61.5,81.8K,133K,"Uber,Google,Amazon,Facebook,Zillow,LiveRamp","Depth-first Search,Breadth-first Search",858,643,57,1,"['Depth-first Search', 'Breadth-first Search']",2,"['Uber', 'Google', 'Amazon', 'Facebook']",4,2,20,66.39260020554984,0.04243953108769847,0.4,0.25,0.40121976554384925
543,Diameter of Binary Tree,0,Easy,49.5,458.4K,926.8K,"Facebook,Microsoft,Bloomberg,Amazon,Google,ByteDance,Oracle",Tree,4509,282,94,1,['Tree'],1,"['Facebook', 'Microsoft', 'Bloomberg', 'Amazon', 'Google', 'ByteDance', 'Oracle']",7,1,10,50.97636176772868,0.22303012316367413,0.2,0.4375,0.4515150615818371
545,Boundary of Binary Tree,1,Medium,40.3,69.8K,173.1K,"Microsoft,Amazon,eBay,Facebook,Oracle",Tree,735,1273,37,1,['Tree'],1,"['Microsoft', 'Amazon', 'eBay', 'Facebook', 'Oracle']",5,2,20,41.52106885919835,0.036355542365336106,0.2,0.3125,0.358177771182668
560,Subarray Sum Equals K,0,Medium,43.7,461.9K,1.1M,"Facebook,Yandex,Amazon,Bloomberg,Microsoft,ByteDance,Google,Adobe,Oracle","Array,Hash Table",6966,241,97,1,"['Array', 'Hash Table']",2,"['Facebook', 'Yandex', 'Amazon', 'Bloomberg', 'Microsoft', 'ByteDance', 'Google', 'Adobe', 'Oracle']",9,2,20,48.09866392600206,0.3445615076420834,0.4,0.5625,0.5522807538210417
567,Permutation in String,0,Medium,44.5,182.7K,410.1K,"Facebook,Microsoft,Adobe,Amazon,Yandex","Two Pointers,Sliding Window",2325,77,97,1,"['Two Pointers', 'Sliding Window']",2,"['Facebook', 'Microsoft', 'Adobe', 'Amazon', 'Yandex']",5,2,20,48.92086330935253,0.11500222584953257,0.4,0.3125,0.4375011129247663
617,Merge Two Binary Trees,0,Easy,75.5,379.6K,502.7K,"Amazon,Google,Facebook,Apple",Tree,4157,195,96,1,['Tree'],1,"['Amazon', 'Google', 'Facebook', 'Apple']",4,1,10,77.69784172661872,0.20561903348666963,0.2,0.25,0.4428095167433348
621,Task Scheduler,0,Medium,52.2,255.9K,489.8K,"Facebook,Rubrik,Amazon,Pinterest,Google,Microsoft,Bloomberg,Airtel","Array,Greedy,Queue",4588,874,84,1,"['Array', 'Greedy', 'Queue']",3,"['Facebook', 'Amazon', 'Google', 'Microsoft', 'Bloomberg']",5,2,20,59.91778006166496,0.22693772567641093,0.6,0.3125,0.5334688628382054
622,Design Circular Queue,0,Medium,47.7,114.8K,240.8K,"Facebook,Amazon,Microsoft,Rubrik,Oracle","Design,Queue",1019,136,88,1,"['Design', 'Queue']",2,"['Facebook', 'Amazon', 'Microsoft', 'Oracle']",4,2,20,52.20966084275437,0.05040312608201019,0.4,0.25,0.4052015630410051
636,Exclusive Time of Functions,0,Medium,55.0,106.1K,192.9K,"Facebook,Amazon,Microsoft,LinkedIn,Google",Stack,1025,1781,37,1,['Stack'],1,"['Facebook', 'Amazon', 'Microsoft', 'LinkedIn', 'Google']",5,2,20,56.62898252826309,0.0506999060196864,0.2,0.3125,0.3653499530098432
647,Palindromic Substrings,0,Medium,62.7,274.4K,437.5K,"Facebook,Goldman Sachs,Expedia,Google,Twitter,Microsoft,Bloomberg,Docusign","String,Dynamic Programming",4101,135,97,1,"['String', 'Dynamic Programming']",2,"['Facebook', 'Goldman Sachs', 'Expedia', 'Google', 'Twitter', 'Microsoft', 'Bloomberg']",7,2,20,67.62589928057555,0.20284908740169164,0.4,0.4375,0.4814245437008458
658,Find K Closest Elements,0,Medium,42.2,147.5K,349.1K,"Facebook,Microsoft,Google,Paypal",Binary Search,2007,320,86,1,['Binary Search'],1,"['Facebook', 'Microsoft', 'Google', 'Paypal']",4,2,20,43.4737923946557,0.09927288915269328,0.2,0.25,0.3896364445763466
669,Trim a Binary Search Tree,0,Medium,64.3,155.8K,242K,"Google,Facebook,Apple,Samsung","Tree,Recursion",2748,208,93,1,"['Tree', 'Recursion']",2,"['Google', 'Facebook', 'Apple']",3,2,20,69.27029804727646,0.1359252114557056,0.4,0.1875,0.4479626057278528
692,Top K Frequent Words,0,Medium,53.3,269.4K,505.9K,"Amazon,Bloomberg,Google,Facebook,Apple,Oracle,Microsoft","Hash Table,Heap,Trie",2884,189,94,1,"['Hash Table', 'Heap', 'Trie']",3,"['Amazon', 'Bloomberg', 'Google', 'Facebook', 'Apple', 'Oracle', 'Microsoft']",7,2,20,61.04830421377184,0.14265222337636643,0.6,0.4375,0.4913261116881832
694,Number of Distinct Islands,1,Medium,58.1,89.3K,153.9K,"Amazon,Bloomberg,Facebook,Microsoft","Hash Table,Depth-first Search,Breadth-first Search",1277,76,94,1,"['Hash Table', 'Depth-first Search', 'Breadth-first Search']",3,"['Amazon', 'Bloomberg', 'Facebook', 'Microsoft']",4,2,20,65.98150051387462,0.06316466340208735,0.6,0.25,0.45158233170104367
695,Max Area of Island,0,Medium,65.1,228.3K,350.5K,"Google,DoorDash,Amazon,Facebook,Microsoft,Oracle,Bloomberg,eBay","Array,Depth-first Search",2935,102,97,1,"['Array', 'Depth-first Search']",2,"['Google', 'Amazon', 'Facebook', 'Microsoft', 'Oracle', 'Bloomberg', 'eBay']",7,2,20,70.09249743062692,0.14517485284661424,0.4,0.4375,0.4525874264233071
698,Partition to K Equal Sum Subsets,0,Medium,45.8,122.4K,267.1K,"LinkedIn,Amazon,Google,Facebook,Adobe","Dynamic Programming,Recursion",2784,179,94,1,"['Dynamic Programming', 'Recursion']",2,"['LinkedIn', 'Amazon', 'Google', 'Facebook', 'Adobe']",5,2,20,50.25693730729701,0.13770589108176287,0.4,0.3125,0.44885294554088145
701,Insert into a Binary Search Tree,0,Medium,75.4,175.1K,232.4K,"Amazon,Microsoft,Google",Tree,1487,96,94,1,['Tree'],1,"['Amazon', 'Microsoft', 'Google']",3,2,20,77.5950668036999,0.07355196122075482,0.2,0.1875,0.3767759806103774
703,Kth Largest Element in a Stream,0,Easy,50.9,127.9K,251.3K,"Amazon,Microsoft,Box,Facebook","Heap,Design",1178,717,62,1,"['Heap', 'Design']",2,"['Amazon', 'Microsoft', 'Facebook']",3,1,10,55.49845837615621,0.058267794430429835,0.4,0.1875,0.4091338972152149
704,Binary Search,0,Easy,54.3,251K,462K,"Microsoft,Facebook,Amazon",Binary Search,1269,60,95,1,['Binary Search'],1,"['Microsoft', 'Facebook', 'Amazon']",3,1,10,55.90955806783144,0.06276895681851907,0.2,0.1875,0.3713844784092596
706,Design HashMap,0,Easy,64.1,175.5K,273.7K,"Goldman Sachs,Amazon,Microsoft,Apple,LinkedIn,Oracle,Google,ServiceNow,Uber,VMware,ByteDance,eBay","Hash Table,Design",1520,162,90,1,"['Hash Table', 'Design']",2,"['Goldman Sachs', 'Amazon', 'Microsoft', 'Apple', 'LinkedIn', 'Oracle', 'Google', 'Uber', 'VMware', 'ByteDance', 'eBay']",11,1,10,69.06474820143885,0.07518425087797398,0.4,0.6875,0.417592125438987
716,Max Stack,1,Easy,43.1,72.8K,168.6K,"Lyft,LinkedIn,Amazon,Microsoft,Facebook,Pure Storage,Twitter",Design,942,229,80,1,['Design'],1,"['LinkedIn', 'Amazon', 'Microsoft', 'Facebook', 'Twitter']",5,1,10,44.39876670092498,0.04659445021516546,0.2,0.3125,0.3632972251075828
718,Maximum Length of Repeated Subarray,0,Medium,50.5,89.1K,176.6K,"Karat,Indeed,Intuit,Apple,Google,Amazon","Array,Hash Table,Binary Search,Dynamic Programming",1939,53,97,1,"['Array', 'Hash Table', 'Binary Search', 'Dynamic Programming']",4,"['Apple', 'Google', 'Amazon']",3,2,20,61.25385405960945,0.09590938319236286,0.8,0.1875,0.5079546915961815
721,Accounts Merge,0,Medium,52.2,135.5K,259.2K,"Facebook,Google,Amazon,Microsoft,Twitter,LinkedIn","Depth-first Search,Union Find",2301,416,85,1,"['Depth-first Search', 'Union Find']",2,"['Facebook', 'Google', 'Amazon', 'Microsoft', 'Twitter', 'LinkedIn']",6,2,20,56.83453237410072,0.11381510609882772,0.4,0.375,0.43690755304941387
733,Flood Fill,0,Easy,56.0,224.4K,400.9K,"Amazon,Microsoft,Google",Depth-first Search,1849,239,89,1,['Depth-first Search'],1,"['Amazon', 'Microsoft', 'Google']",3,1,10,57.65673175745118,0.09145768412721966,0.2,0.1875,0.3857288420636098
739,Daily Temperatures,0,Medium,64.8,232K,357.9K,"Facebook,Bloomberg,Amazon,ByteDance,Google,Adobe,Microsoft,Paypal,Oracle,Salesforce,Twitter","Hash Table,Stack",4052,124,97,1,"['Hash Table', 'Stack']",2,"['Facebook', 'Bloomberg', 'Amazon', 'ByteDance', 'Google', 'Adobe', 'Microsoft', 'Paypal', 'Oracle', 'Twitter']",10,2,20,69.7841726618705,0.2004253845773359,0.4,0.625,0.480212692288668
767,Reorganize String,0,Medium,50.3,135.2K,268.9K,"Amazon,Google,Facebook,Microsoft,Wish,Uber,Goldman Sachs","String,Heap,Greedy,Sort",2740,131,95,1,"['String', 'Heap', 'Greedy', 'Sort']",4,"['Amazon', 'Google', 'Facebook', 'Microsoft', 'Uber', 'Goldman Sachs']",6,2,20,61.04830421377184,0.1355295048721373,0.8,0.375,0.5277647524360687
787,Cheapest Flights Within K Stops,0,Medium,39.7,148.4K,374.2K,"Facebook,Expedia,Apple,Airbnb,Amazon","Dynamic Programming,Heap,Breadth-first Search",2926,97,97,1,"['Dynamic Programming', 'Heap', 'Breadth-first Search']",3,"['Facebook', 'Expedia', 'Apple', 'Amazon']",4,2,20,47.07091469681399,0.1447296829400999,0.6,0.25,0.49236484147004994
844,Backspace String Compare,0,Easy,47.2,285K,604.4K,"Facebook,Google,Amazon,Oracle","Two Pointers,Stack",2383,113,95,1,"['Two Pointers', 'Stack']",2,"['Facebook', 'Google', 'Amazon', 'Oracle']",4,1,10,51.69578622816033,0.11787109858040264,0.4,0.25,0.43893554929020134
846,Hand of Straights,0,Medium,55.5,68.5K,123.3K,"Apple,Google,eBay",Ordered Map,942,97,91,1,['Ordered Map'],1,"['Apple', 'Google', 'eBay']",3,2,20,57.14285714285715,0.04659445021516546,0.2,0.1875,0.3632972251075828
863,All Nodes Distance K in Binary Tree,0,Medium,58.2,128.5K,220.9K,"Amazon,Facebook,Google","Tree,Depth-first Search,Breadth-first Search",3408,70,98,1,"['Tree', 'Depth-first Search', 'Breadth-first Search']",3,"['Amazon', 'Facebook', 'Google']",3,2,20,66.08427543679343,0.16857100460008903,0.6,0.1875,0.5042855023000445
886,Possible Bipartition,0,Medium,45.3,73.6K,162.5K,"Amazon,Google,Apple,Coupang","Depth-first Search,Graph",1368,37,97,1,"['Depth-first Search', 'Graph']",2,"['Amazon', 'Google', 'Apple']",3,2,20,49.74306269270299,0.06766582579017659,0.4,0.1875,0.4138329128950883
966,Vowel Spellchecker,0,Medium,51.9,30.8K,59.4K,"Facebook,Amazon,Google,Thumbtack","Hash Table,String",294,631,32,1,"['Hash Table', 'String']",2,"['Facebook', 'Amazon', 'Google']",3,2,20,56.5262076053443,0.014542216946134442,0.4,0.1875,0.3872711084730672
973,K Closest Points to Origin,0,Medium,64.6,445.5K,689.3K,"Facebook,Amazon,DoorDash,LinkedIn,Asana,Apple,Uber,ByteDance","Divide and Conquer,Heap,Sort",2901,151,95,1,"['Divide and Conquer', 'Heap', 'Sort']",3,"['Facebook', 'Amazon', 'LinkedIn', 'Apple', 'Uber', 'ByteDance']",6,2,20,72.66187050359711,0.14349309986644904,0.6,0.375,0.49174654993322453
977,Squares of a Sorted Array,0,Easy,71.8,454.3K,632.4K,"Facebook,Uber,Google,Amazon,Apple,Bloomberg,Yandex,Microsoft,ByteDance,Flipkart,Cisco","Array,Two Pointers",2213,114,95,1,"['Array', 'Two Pointers']",2,"['Facebook', 'Uber', 'Google', 'Amazon', 'Apple', 'Bloomberg', 'Yandex', 'Microsoft', 'ByteDance', 'Cisco']",10,1,10,76.97841726618704,0.1094623336795766,0.4,0.625,0.4347311668397883
981,Time Based Key-Value Store,0,Medium,54.2,102K,188.1K,"Oracle,ByteDance,Uber,Apple,Lyft,Sumologic,Google,Atlassian,Microsoft,Twitter,Netflix","Hash Table,Binary Search",1177,142,89,1,"['Hash Table', 'Binary Search']",2,"['Oracle', 'ByteDance', 'Uber', 'Apple', 'Google', 'Microsoft', 'Twitter']",7,2,20,58.89003083247688,0.0582183311074838,0.4,0.4375,0.4091091655537419
986,Interval List Intersections,0,Medium,68.5,175.7K,256.4K,"Facebook,Uber,Apple,Google,Amazon,Bloomberg",Two Pointers,2170,60,97,1,['Two Pointers'],1,"['Facebook', 'Uber', 'Apple', 'Google', 'Amazon', 'Bloomberg']",6,2,20,70.50359712230215,0.10733541079289707,0.2,0.375,0.3936677053964486
994,Rotting Oranges,0,Medium,49.6,205.5K,413.9K,"Amazon,Google,Microsoft,Bloomberg,Oracle,Walmart Labs",Breadth-first Search,3211,215,94,1,['Breadth-first Search'],1,"['Amazon', 'Google', 'Microsoft', 'Bloomberg', 'Oracle']",5,2,20,51.07913669064749,0.15882672997972003,0.2,0.3125,0.41941336498986004
997,Find the Town Judge,0,Easy,49.8,164.5K,330.3K,Amazon,Graph,1490,121,92,1,['Graph'],1,['Amazon'],1,1,10,51.2846865364851,0.07370035118959292,0.2,0.0625,0.3768501755947965
1019,Next Greater Node In Linked List,0,Medium,58.3,68.3K,117.2K,"Amazon,Google,Facebook","Linked List,Stack",1289,72,95,1,"['Linked List', 'Stack']",2,"['Amazon', 'Google', 'Facebook']",3,2,20,63.10380267214799,0.06375822327743978,0.4,0.1875,0.4118791116387199
1047,Remove All Adjacent Duplicates In String,0,Easy,71.2,137.5K,193.1K,"Facebook,Amazon,Oracle,Bloomberg,Microsoft",Stack,1466,95,94,1,['Stack'],1,"['Facebook', 'Amazon', 'Oracle', 'Bloomberg', 'Microsoft']",5,1,10,73.27852004110999,0.07251323143888806,0.2,0.3125,0.376256615719444
1065,Index Pairs of a String,1,Easy,61.0,10.8K,17.6K,Amazon,"String,Trie",142,57,71,1,"['String', 'Trie']",2,['Amazon'],1,1,10,65.87872559095581,0.007023791858337043,0.4,0.0625,0.3835118959291685
1091,Shortest Path in Binary Matrix,0,Medium,40.2,83K,206.5K,"Amazon,Google,Facebook,Oracle,Snapchat",Breadth-first Search,1144,75,94,1,['Breadth-first Search'],1,"['Amazon', 'Google', 'Facebook', 'Oracle', 'Snapchat']",5,2,20,41.418293936279554,0.05658604145026463,0.2,0.3125,0.36829302072513226
1110,Delete Nodes And Return Forest,0,Medium,67.9,96.5K,142.2K,"Google,Amazon,Facebook,Salesforce","Tree,Depth-first Search",1747,54,97,1,"['Tree', 'Depth-first Search']",2,"['Google', 'Amazon', 'Facebook']",3,2,20,72.97019527235355,0.08641242518672404,0.4,0.1875,0.42320621259336205
1176,Diet Plan Performance,1,Easy,53.8,17.1K,31.9K,Amazon,"Array,Sliding Window",81,217,27,1,"['Array', 'Sliding Window']",2,['Amazon'],1,1,10,58.47893114080165,0.0040065291586288765,0.4,0.0625,0.38200326457931444
1188,Design Bounded Blocking Queue,1,Medium,72.9,20.1K,27.6K,"LinkedIn,Bloomberg,eBay,Apple,Microsoft,Rubrik",,266,21,93,1,[],0,"['LinkedIn', 'Bloomberg', 'eBay', 'Apple', 'Microsoft']",5,2,20,71.94244604316548,0.013157243903645447,0.0,0.3125,0.3065786219518227
1197,Minimum Knight Moves,1,Medium,37.4,61.3K,163.6K,"Expedia,DoorDash,Facebook,Amazon,Microsoft,Mathworks,Google,Indeed,ByteDance,Cisco,Twitter",Breadth-first Search,608,236,72,1,['Breadth-first Search'],1,"['Expedia', 'Facebook', 'Amazon', 'Microsoft', 'Google', 'ByteDance', 'Cisco', 'Twitter']",8,2,20,38.540596094552924,0.030073700351189593,0.2,0.5,0.35503685017559483
1209,Remove All Adjacent Duplicates in String II,0,Medium,57.8,73.9K,127.9K,"Bloomberg,Facebook,Amazon,Roblox,Google,Microsoft",Stack,1217,29,98,1,['Stack'],1,"['Bloomberg', 'Facebook', 'Amazon', 'Google', 'Microsoft']",5,2,20,59.50668036998972,0.060196864025325224,0.2,0.3125,0.37009843201266257
1249,Minimum Remove to Make Valid Parentheses,0,Medium,64.2,183.3K,285.4K,"Facebook,ByteDance,Bloomberg,Amazon,Goldman Sachs,LinkedIn,Apple","String,Stack",1968,46,98,1,"['String', 'Stack']",2,"['Facebook', 'ByteDance', 'Bloomberg', 'Amazon', 'Goldman Sachs', 'LinkedIn', 'Apple']",7,2,20,69.16752312435767,0.09734381955779789,0.4,0.4375,0.42867190977889896
1288,Remove Covered Intervals,0,Medium,57.4,45.9K,79.9K,Amazon,"Greedy,Sort,Line Sweep",632,26,96,1,"['Greedy', 'Sort', 'Line Sweep']",3,['Amazon'],1,2,20,65.26207605344297,0.031260820101894446,0.6,0.0625,0.4356304100509472
1313,Decompress Run-Length Encoded List,0,Easy,85.4,125.7K,147.3K,"Amazon,Google,Apple",Array,439,797,36,1,['Array'],1,"['Amazon', 'Google', 'Apple']",3,1,10,87.8725590955807,0.02171439877330959,0.2,0.1875,0.3508571993866548
1351,Count Negative Numbers in a Sorted Matrix,0,Easy,75.8,102.6K,135.4K,"Amazon,Microsoft,Apple","Array,Binary Search",921,46,95,1,"['Array', 'Binary Search']",2,"['Amazon', 'Microsoft', 'Apple']",3,1,10,81.08941418293936,0.04555572043329871,0.4,0.1875,0.40277786021664935
1480,Running Sum of 1d Array,0,Easy,88.6,293.6K,331.3K,"Apple,Amazon,Adobe,Bloomberg",Array,1168,113,91,1,['Array'],1,"['Apple', 'Amazon', 'Adobe', 'Bloomberg']",4,1,10,91.16135662898252,0.05777316120096948,0.2,0.25,0.36888658060048474
1512,Number of Good Pairs,0,Easy,87.7,158.1K,180.3K,"Microsoft,Bloomberg,Amazon,Adobe,Apple","Array,Hash Table,Math",1058,94,92,1,"['Array', 'Hash Table', 'Math']",3,"['Microsoft', 'Bloomberg', 'Amazon', 'Adobe', 'Apple']",5,1,10,96.40287769784176,0.05233219567690557,0.6,0.3125,0.4461660978384528
1539,Kth Missing Positive Number,0,Easy,54.9,73.4K,133.9K,"Facebook,Amazon,Microsoft,Apple","Array,Hash Table",912,49,95,1,"['Array', 'Hash Table']",2,"['Facebook', 'Amazon', 'Microsoft', 'Apple']",4,1,10,59.60945529290852,0.045110550526784386,0.4,0.25,0.4025552752633922
1570,Dot Product of Two Sparse Vectors,1,Medium,91.2,36.4K,39.9K,"Facebook,Apple","Array,Hash Table,Two Pointers",239,38,86,1,"['Array', 'Hash Table', 'Two Pointers']",3,"['Facebook', 'Apple']",2,2,20,100.0,0.011821734184102489,0.6,0.125,0.4259108670920512
1647,Minimum Deletions to Make Character Frequencies Unique,0,Medium,55.1,22.2K,40.2K,"Microsoft,Amazon,Apple","Greedy,Sort",345,12,97,1,"['Greedy', 'Sort']",2,"['Microsoft', 'Amazon', 'Apple']",3,2,20,59.81500513874616,0.017064846416382253,0.4,0.1875,0.38853242320819115
1650,Lowest Common Ancestor of a Binary Tree III,1,Medium,76.7,14.9K,19.5K,"Facebook,Microsoft,LinkedIn,Amazon",Tree,149,6,96,1,['Tree'],1,"['Facebook', 'Microsoft', 'LinkedIn', 'Amazon']",4,2,20,78.9311408016444,0.007370035118959292,0.2,0.25,0.34368501755947967
